ID	技能名字	技能描述	CD时间	技能片特效	技能片缩放比例	技能范围	技能基准点	阵营选择	半径	角度	高度	宽度	身后距离	值条件(条件)	百分比条件(条件)	几率(条件)	值(条件)	百分比(条件)	延迟时间	间隔时间	总时间	效果选择	作用属性	效果状态	百分比	基础伤害	基础秒数	技能伤害类型	延时类型	效果描述	技能声效	参数1	参数2	参数3	参数4	空行
102041	圣•慑魂一式	攻击血量最低的敌方武将，造成240%攻击伤害	12	Ani_duodaoguang		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2.4		8	3			sound/skilleffect/dao/dao1.wav					
103041	皇•慑魂一式	攻击血量最低的敌方武将，造成260%攻击伤害	12	Ani_duodaoguang		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2.6		10	3			sound/skilleffect/dao/dao1.wav					
100042	金蛇耀日	自身增加120%攻击力，但损失自己当前生命的40%血量，持续时间与武力有关	12	gaoji_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	9	1	0	1.2		6	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
101042	鬼•金蛇耀日	自身增加130%攻击力，但损失自己当前生命的40%血量，持续时间与武力有关	12	gaoji_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	9	1	0	1.3		8	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
102042	圣•金蛇耀日	自身增加140%攻击力，但损失自己当前生命的40%血量，持续时间与武力有关	12	gaoji_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	9	1	0	1.4		10	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
103042	皇•金蛇耀日	自身增加150%攻击力，但损失自己当前生命的40%血量，持续时间与武力有关	12	gaoji_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	9	1	0	1.5		12	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
110042	金蛇耀日	自身增加120%攻击力，但损失自己当前生命的40%血量，持续时间与武力有关	12			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	0	-0.4		6	0		1	sound/skilleffect/zhenyi/zengyi.wav					
111042	鬼•金蛇耀日	自身增加130%攻击力，但损失自己当前生命的40%血量，持续时间与武力有关	12			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	0	-0.4		8	0		1	sound/skilleffect/zhenyi/zengyi.wav					
112042	圣•金蛇耀日	自身增加140%攻击力，但损失自己当前生命的40%血量，持续时间与武力有关	12			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	0	-0.4		10	0		1	sound/skilleffect/zhenyi/zengyi.wav					
113042	皇•金蛇耀日	自身增加150%攻击力，但损失自己当前生命的40%血量，持续时间与武力有关	12			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	0	-0.4		12	0		1	sound/skilleffect/zhenyi/zengyi.wav					
300043	五彩水镜	我方武力最高武将提升40%攻击，持续时间与智力有关	12	huangguang_plist		12	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.4	0	7	0	3	1	sound/skilleffect/zhenyi/zengyi.wav					
301043	鬼•五彩水镜	我方武力最高武将提升50%攻击，持续时间与智力有关	12	huangguang_plist		12	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.5	0	9	0	3	1	sound/skilleffect/zhenyi/zengyi.wav					
302043	圣•五彩水镜	我方武力最高武将提升60%攻击，持续时间与智力有关	12	huangguang_plist		12	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.6	0	11	0	3	1	sound/skilleffect/zhenyi/zengyi.wav					
303043	皇•五彩水镜	我方武力最高武将提升70%攻击，持续时间与智力有关	12	huangguang_plist		12	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.7	0	13	0	3	1	sound/skilleffect/zhenyi/zengyi.wav					
100044	饮血烈刃	斩杀敌方武力最高的敌人，双方武力差值越大伤害越高	12	Ani_Lightning		19	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0		6	4			sound/skilleffect/dao/dao1.wav					
101044	鬼•饮血烈刃	斩杀敌方武力最高的敌人，双方武力差值越大伤害越高	12	Ani_Lightning		19	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0		8	4			sound/skilleffect/dao/dao1.wav					
102044	圣•饮血烈刃	斩杀敌方武力最高的敌人，双方武力差值越大伤害越高	12	Ani_Lightning		19	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0		8	4			sound/skilleffect/dao/dao1.wav					
103044	皇•饮血烈刃	斩杀敌方武力最高的敌人，双方武力差值越大伤害越高	12	Ani_Lightning		19	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0		10	4			sound/skilleffect/dao/dao1.wav					
200045	风卷雷鸣	自身前方扇形范围内敌军，受到100%雷击伤害	12	Ani_dian		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1	0	0	2			sound/skilleffect/lei/lei1.wav					
201045	鬼•风卷雷鸣	自身前方扇形范围内敌军，受到110%雷击伤害	12	Ani_dian		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1.1	0	0	2			sound/skilleffect/lei/lei1.wav					
202045	圣•风卷雷鸣	自身前方扇形范围内敌军，受到120%雷击伤害	12	Ani_dian		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1.2	0	0	2			sound/skilleffect/lei/lei1.wav					
203045	皇•风卷雷鸣	自身前方扇形范围内敌军，受到130%雷击伤害	12	Ani_dian		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1.3	0	0	2			sound/skilleffect/lei/lei1.wav					
100046	大回天	减少自身40%所受到的伤害，持续时间与武力有关	12	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	6	0.4		6	0	2		sound/skilleffect/dun/dunpai1.wav					
101046	鬼•大回天	减少自身45%所受到的伤害，持续时间与武力有关	12	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	6	0.45		8	0	2		sound/skilleffect/dun/dunpai1.wav					
102046	圣•大回天	减少自身50%所受到的伤害，持续时间与武力有关	12	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	6	0.5		10	0	2		sound/skilleffect/dun/dunpai1.wav					
103046	皇•大回天	减少自身55%所受到的伤害，持续时间与武力有关	12	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	6	0.55		12	0	2		sound/skilleffect/dun/dunpai1.wav					
100047	破风斩	对自己周围敌人造成80%攻击伤害	12	Ani_daoguang		1	1	2	300	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0.8		0	3			sound/skilleffect/dao/dao1.wav					
101047	鬼•破风斩	对自己周围敌人造成90%攻击伤害	12	Ani_daoguang		1	1	2	300	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0.9		0	3			sound/skilleffect/dao/dao1.wav					
102047	圣•破风斩	对自己周围敌人造成100%攻击伤害	12	Ani_daoguang		1	1	2	300	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1		0	3			sound/skilleffect/dao/dao1.wav					
103047	皇•破风斩	对自己周围敌人造成110%攻击伤害	12	Ani_daoguang		1	1	2	300	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1.1		0	3			sound/skilleffect/dao/dao1.wav					
100048	风云变色	攻击血量最高的敌方武将，造成200%基础伤害	12	guangjian_plist		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2		6	1			sound/skilleffect/dao/dao1.wav					
101048	鬼•风云变色	攻击血量最高的敌方武将，造成220%基础伤害	12	guangjian_plist		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2.2		8	1			sound/skilleffect/dao/dao1.wav					
102048	圣•风云变色	攻击血量最高的敌方武将，造成240%基础伤害	12	guangjian_plist		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2.4		8	1			sound/skilleffect/dao/dao1.wav					
103048	皇•风云变色	攻击血量最高的敌方武将，造成260%基础伤害	12	guangjian_plist		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2.6		10	1			sound/skilleffect/dao/dao1.wav					
100049	致命一击	攻击血量最低的敌将，造成自己当前血量35%伤害	12	Ani_phoenix		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.35		0	7			sound/skilleffect/dao/dao1.wav					
101049	鬼•致命一击	攻击血量最低的敌将，造成自己当前血量40%伤害	12	Ani_phoenix		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.4		0	7			sound/skilleffect/dao/dao1.wav					
102049	圣•致命一击	攻击血量最低的敌将，造成自己当前血量45%伤害	12	Ani_phoenix		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.45		0	7			sound/skilleffect/dao/dao1.wav					
103049	皇•致命一击	攻击血量最低的敌将，造成自己当前血量50%伤害	12	Ani_phoenix		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.5		0	7			sound/skilleffect/dao/dao1.wav					
100050	不屈意志	自身增加100%法术防御，持续时间与武力有关	12	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	5	0	1		6	0	2	7	sound/skilleffect/zhenyi/zengyi.wav					
101050	鬼•不屈意志	自身增加110%法术防御，持续时间与武力有关	12	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	5	0	1.1		8	0	2	7	sound/skilleffect/zhenyi/zengyi.wav					
102050	圣•不屈意志	自身增加120%法术防御，持续时间与武力有关	12	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	5	0	1.2		10	0	2	7	sound/skilleffect/zhenyi/zengyi.wav					
103050	皇•不屈意志	自身增加130%法术防御，持续时间与武力有关	12	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	5	0	1.3		12	0	2	7	sound/skilleffect/zhenyi/zengyi.wav					
100051	群魔乱舞	降低敌方群雄武将30%攻击力，持续时间与武力有关	12	suijing_plist		39	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.3		0	0	2	2	sound/skilleffect/jianyi/jianyi.wav					
101051	鬼•群魔乱舞	降低敌方群雄武将35%攻击力，持续时间与武力有关	12	suijing_plist		39	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.35		0	0	2	2	sound/skilleffect/jianyi/jianyi.wav					
102051	圣•群魔乱舞	降低敌方群雄武将40%攻击力，持续时间与武力有关	12	suijing_plist		39	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.4		0	0	2	2	sound/skilleffect/jianyi/jianyi.wav					
103051	皇•群魔乱舞	降低敌方群雄武将45%攻击力，持续时间与武力有关	12	suijing_plist		39	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.45		0	0	2	2	sound/skilleffect/jianyi/jianyi.wav					
100052	霸刀噬魂	斩杀敌方血量最多的敌人，双方武力差值越大伤害越高	12	Ani_Lightning		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0		6	4			sound/skilleffect/dao/dao1.wav					
101052	鬼•霸刀噬魂	斩杀敌方血量最多的敌人，双方武力差值越大伤害越高	12	Ani_Lightning		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0		8	4			sound/skilleffect/dao/dao1.wav					
102052	圣•霸刀噬魂	斩杀敌方血量最多的敌人，双方武力差值越大伤害越高	12	Ani_Lightning		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0		8	4			sound/skilleffect/dao/dao1.wav					
103052	皇•霸刀噬魂	斩杀敌方血量最多的敌人，双方武力差值越大伤害越高	12	Ani_Lightning		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0		10	4			sound/skilleffect/dao/dao1.wav					
100053	霸气斩	对自己周围敌人造成80%攻击伤害	12	Ani_daoguang		1	1	2	300	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0.8		0	3			sound/skilleffect/dao/dao1.wav					
101053	鬼•霸气斩	对自己周围敌人造成90%攻击伤害	12	Ani_daoguang		1	1	2	300	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0.9		0	3			sound/skilleffect/dao/dao1.wav					
102053	圣•霸气斩	对自己周围敌人造成100%攻击伤害	12	Ani_daoguang		1	1	2	300	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1		0	3			sound/skilleffect/dao/dao1.wav					
103053	皇•霸气斩	对自己周围敌人造成110%攻击伤害	12	Ani_daoguang		1	1	2	300	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1.1		0	3			sound/skilleffect/dao/dao1.wav					
100054	嗜血魔枪	普通攻击伤害的30%转变为自身生命，持续时间与武力有关	12	xixue_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	1	0.3		5	0	2		sound/skilleffect/zhenyi/zengyi.wav					
101054	鬼•嗜血魔枪	普通攻击伤害的40%转变为自身生命，持续时间与武力有关	12	xixue_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	1	0.4		5	0	2		sound/skilleffect/zhenyi/zengyi.wav					
102054	圣•嗜血魔枪	普通攻击伤害的50%转变为自身生命，持续时间与武力有关	12	xixue_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	1	0.5		5	0	2		sound/skilleffect/zhenyi/zengyi.wav					
103054	皇•嗜血魔枪	普通攻击伤害的60%转变为自身生命，持续时间与武力有关	12	xixue_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	1	0.6		5	0	2		sound/skilleffect/zhenyi/zengyi.wav					
300055	风雪冰天	敌方全军的所有单位冰冻，持续3S	12	Ani_ice		4	2	2	0	0	0	0	0	0	0	1	0	0	1	180	180	5	0	0	0	0	4	0	1	3	sound/skilleffect/bing/bin1.wav					
301055	鬼•风雪冰天	敌方全军的所有单位冰冻，持续4S	12	Ani_ice		4	2	2	0	0	0	0	0	0	0	1	0	0	1	240	240	5	0	0	0	0	5	0	1	3	sound/skilleffect/bing/bin1.wav					
302055	圣•风雪冰天	敌方全军的所有单位冰冻，持续5S	12	Ani_ice		4	2	2	0	0	0	0	0	0	0	1	0	0	1	300	300	5	0	0	0	0	6	0	1	3	sound/skilleffect/bing/bin1.wav					
303055	皇•风雪冰天	敌方全军的所有单位冰冻，持续6S	12	Ani_ice		4	2	2	0	0	0	0	0	0	0	1	0	0	1	360	360	5	0	0	0	0	7	0	1	3	sound/skilleffect/bing/bin1.wav					
100056	白马义从	提升自身60%法术强度，持续时间与武力有关	12	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	0.6		0	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
101056	鬼•白马义从	提升自身70%法术强度，持续时间与武力有关	12	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	0.7		0	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
102056	圣•白马义从	提升自身80%法术强度，持续时间与武力有关	12	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	0.8		0	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
103056	皇•白马义从	提升自身90%法术强度，持续时间与武力有关	12	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	0.9		0	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
100057	千军万马	提升我方所有士兵40%攻击，持续时间与武力有关	12	wujian_plist		8	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.4		0	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
101057	鬼•千军万马	提升我方所有士兵45%攻击，持续时间与武力有关	12	wujian_plist		8	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.45		0	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
102057	圣•千军万马	提升我方所有士兵50%攻击，持续时间与武力有关	12	wujian_plist		8	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.5		0	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
103057	皇•千军万马	提升我方所有士兵55%攻击，持续时间与武力有关	12	wujian_plist		8	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.55		0	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
300058	回光返照	我方武将攻击加30%，持续时间与智力有关	12	huangguang_plist		40	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.3	0	7	0	3	1	sound/skilleffect/jianyi/jianyi.wav					
301058	鬼•回光返照	我方武将攻击加35%，持续时间与智力有关	12	huangguang_plist		40	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.35	0	9	0	3	1	sound/skilleffect/jianyi/jianyi.wav					
302058	圣•回光返照	我方武将攻击加40%，持续时间与智力有关	12	huangguang_plist		40	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.4	0	11	0	3	1	sound/skilleffect/jianyi/jianyi.wav					
303058	皇•回光返照	我方武将攻击加45%，持续时间与智力有关	12	huangguang_plist		40	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.45	0	13	0	3	1	sound/skilleffect/jianyi/jianyi.wav					
200059	五雷轰顶	自身前方扇形范围内敌军，受到100%雷击伤害	12	Ani_dian		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1	0	0	2			sound/skilleffect/lei/lei1.wav					
201059	鬼•五雷轰顶	自身前方扇形范围内敌军，受到110%雷击伤害	12	Ani_dian		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1.1	0	0	2			sound/skilleffect/lei/lei1.wav					
202059	圣•五雷轰顶	自身前方扇形范围内敌军，受到120%雷击伤害	12	Ani_dian		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1.2	0	0	2			sound/skilleffect/lei/lei1.wav					
203059	皇•五雷轰顶	自身前方扇形范围内敌军，受到130%雷击伤害	12	Ani_dian		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1.3	0	0	2			sound/skilleffect/lei/lei1.wav					
100060	修罗附体	降低40%攻击力，但减少60%所受伤害，持续时间与武力有关	12	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	6	0.6		0	0	2	2,8	sound/skilleffect/dun/dunpai1.wav					
101060	鬼•修罗附体	降低30%攻击力，但减少60%所受伤害，持续时间与武力有关	12	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	6	0.6		0	0	2	2,8	sound/skilleffect/dun/dunpai1.wav					
102060	圣•修罗附体	降低20%攻击力，但减少60%所受伤害，持续时间与武力有关	12	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	6	0.6		0	0	2	2,8	sound/skilleffect/dun/dunpai1.wav					
103060	皇•修罗附体	降低10%攻击力，但减少60%所受伤害，持续时间与武力有关	12	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	6	0.6		0	0	2	2,8	sound/skilleffect/dun/dunpai1.wav					
110060	修罗附体	降低40%攻击力，但减少60%所受伤害，持续时间与武力有关	12			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.4		0	0	2	2,8	sound/skilleffect/dun/dunpai1.wav					
111060	鬼•修罗附体	降低30%攻击力，但减少60%所受伤害，持续时间与武力有关	12			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.3		0	0	2	2,8	sound/skilleffect/dun/dunpai1.wav					
112060	圣•修罗附体	降低20%攻击力，但减少60%所受伤害，持续时间与武力有关	12			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.2		0	0	2	2,8	sound/skilleffect/dun/dunpai1.wav					
113060	皇•修罗附体	降低10%攻击力，但减少60%所受伤害，持续时间与武力有关	12			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.1		0	0	2	2,8	sound/skilleffect/dun/dunpai1.wav					
100061	强力一击	攻击武力最高的敌方武将，造成180%基础伤害	12	guangjian_plist		19	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1.8		6	1			sound/skilleffect/dao/dao1.wav					
101061	鬼•强力一击	攻击武力最高的敌方武将，造成200%基础伤害	12	guangjian_plist		19	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2		8	1			sound/skilleffect/dao/dao1.wav					
102061	圣•强力一击	攻击武力最高的敌方武将，造成220%基础伤害	12	guangjian_plist		19	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2.2		8	1			sound/skilleffect/dao/dao1.wav					
103061	皇•强力一击	攻击武力最高的敌方武将，造成240%基础伤害	12	guangjian_plist		19	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2.4		10	1			sound/skilleffect/dao/dao1.wav					
100062	朱雀燃翅	自身增加30%攻击力，持续时间与武力有关	12	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.3		6	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
101062	鬼•朱雀燃翅	自身增加40%攻击力，持续时间与武力有关	12	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.4		8	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
102062	圣•朱雀燃翅	自身增加50%攻击力，持续时间与武力有关	12	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.5		10	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
103062	皇•朱雀燃翅	自身增加60%攻击力，持续时间与武力有关	12	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.6		12	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
100063	诸神灭世	攻击血量最高的敌将，造成自己当前血量40%伤害	12	Ani_phoenix		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.4		0	7			sound/skilleffect/dao/dao1.wav					
101063	鬼•诸神灭世	攻击血量最高的敌将，造成自己当前血量45%伤害	12	Ani_phoenix		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.45		0	7			sound/skilleffect/dao/dao1.wav					
102063	圣•诸神灭世	攻击血量最高的敌将，造成自己当前血量50%伤害	12	Ani_phoenix		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.5		0	7			sound/skilleffect/dao/dao1.wav					
103063	皇•诸神灭世	攻击血量最高的敌将，造成自己当前血量55%伤害	12	Ani_phoenix		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.55		0	7			sound/skilleffect/dao/dao1.wav					
100064	武神霸斩	攻击扇形范围内敌军造成攻击80%攻击伤害	12	Ani_daoguang		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	0.8		0	3			sound/skilleffect/dao/dao1.wav					
101064	鬼•武神霸斩	攻击扇形范围内敌军造成攻击90%攻击伤害	12	Ani_daoguang		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	0.9		0	3			sound/skilleffect/dao/dao1.wav					
102064	圣•武神霸斩	攻击扇形范围内敌军造成攻击100%攻击伤害	12	Ani_daoguang		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1		0	3			sound/skilleffect/dao/dao1.wav					
103064	皇•武神霸斩	攻击扇形范围内敌军造成攻击110%伤害	12	Ani_daoguang		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1.1		0	3			sound/skilleffect/dao/dao1.wav					
100065	怒火中烧	攻击敌军所有武将造成90%基础伤害	12	Ani_daoguang		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0.9		0	1			sound/skilleffect/dao/dao1.wav					
101065	鬼•怒火中烧	攻击敌军所有武将造成100%基础伤害	12	Ani_daoguang		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1		0	1			sound/skilleffect/dao/dao1.wav					
102065	圣•怒火中烧	攻击敌军所有武将造成110%基础伤害	12	Ani_daoguang		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1.1		0	1			sound/skilleffect/dao/dao1.wav					
103065	皇•怒火中烧	攻击敌军所有武将造成120%基础伤害	12	Ani_daoguang		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1.2		0	1			sound/skilleffect/dao/dao1.wav					
