ID	品质	道具名称	使用脚本	使用标识	道具描述	icon图标ID	使用限制	每日使用次数	使用等级限制	关卡ID1	关卡ID2	关卡ID3	关卡ID4	描述1	类型	卖出价格	空行
15	0	青龙刀	0	0	铁牛制成青龙偃月刀成名后，开始批量生产青龙刀给偃月刀的爱慕者。刀盾兵升阶白眊兵专用。	property_15.png	0	0	0	0	0	0	0	可在天梯积分商城购买	2	10000	
16	0	仁王盾	0	0	红白相间的盾牌，看起来很厚，其实只能装装样子。刀盾兵升阶白眊兵专用。	property_16.png	0	0	0	0	0	0	0	8-19章普通和精英关卡掉落	1	500	
17	0	金丝铁甲	0	0	闪闪发光的战甲，让敌人不敢直视，从而获得进攻的先机。刀盾兵升阶白眊兵专用。	property_17.png	0	0	0	0	0	0	0	可在天梯积分商城购买	2	10000	
18	0	龙纹指环	0	0	纯金打造，童叟无欺，只要戴着就可以体力大增的神奇指环。刀盾兵升阶白眊兵专用。	property_18.png	0	0	0	0	0	0	0	可在天梯积分商城购买	2	10000	
19	0	诸葛连弩	0	0	诸葛亮亲手打造的兵器，哪怕是文人，儿童拿在手里也是极具杀伤力。长弓兵升阶元戎弩专用。	property_19.png	0	0	0	0	0	0	0	8-19章普通和精英关卡掉落	1	500	
20	0	燕羽青衫	0	0	一袭青色，轻若鸿毛，穿着这衣服让人身轻如燕。长弓兵升阶元戎弩专用。	property_20.png	0	0	0	0	0	0	0	可在天梯积分商城购买	2	10000	
21	0	柳叶鞋	0	0	穿着就好像没穿一样，毫无重量，柳叶形状的布鞋，弓箭手的最爱。长弓兵升阶元戎弩专用。	property_21.png	0	0	0	0	0	0	0	可在天梯积分商城购买	2	10000	
22	0	青皮头饰	0	0	墨绿的宝石镶嵌其中，散发着淡淡的幽光，注视久了，会有一种要把人吸进去的感觉。长弓兵升阶元戎弩专用。	property_22.png	0	0	0	0	0	0	0	可在天梯积分商城购买	2	10000	
23	0	双刃鬼斧	0	0	原有板斧的基础上经过加工改造而成的双刃鬼斧，可以劈开巨石，威力惊人。突骑兵升阶虎豹骑专用。	property_23.png	0	0	0	0	0	0	0	可在天梯积分商城购买	2	10000	
24	0	乌金软甲	0	0	乌黑色且泛有金光，坚硬如铁，精锐部队才有资格拥有的高级战甲。突骑兵升阶虎豹骑专用。	property_24.png	0	0	0	0	0	0	0	可在天梯积分商城购买	2	10000	
25	0	西凉良驹	0	0	西凉才有的良马，不过脾气很大，动不动就一脚把人踹翻。突骑兵升阶虎豹骑专用。	property_25.png	0	0	0	0	0	0	0	8-19章普通和精英关卡掉落	1	500	
26	0	虎牙兽环	0	0	猎杀猛虎是进入虎豹骑的终极考验，经过考验的人会拔下虎牙做成兽环纪念。突骑兵升阶虎豹骑专用。	property_26.png	0	0	0	0	0	0	0	可在天梯积分商城购买	2	10000	
27	0	踏燕鞋	0	0	布鞋上有刺有一只华丽的飞燕，给人感觉穿上就可以身轻如燕。短弓兵升阶长弓兵专用。	property_27.png	0	0	0	0	0	0	0	可在天梯积分商城购买	2	1000	
28	0	青铜盾	0	0	平时还可以当镜子用，战时可以用来抵挡攻击的最常见的盾牌。短刀兵升阶刀盾兵专用。	property_28.png	0	0	0	0	0	0	0	1-7章普通和精英关卡掉落	1	100	
29	0	乌孙	0	0	久经沙场的老马，虽然膂力不足，却具备丰富的作战经验。轻骑兵升阶突骑兵专用。	property_29.png	0	0	0	0	0	0	0	1-7章普通和精英关卡掉落	1	100	
30	0	体力丹	9	2	增加50点体力	property_3.png	0	0	0	0	0	0	0			1000	
31	0	金宝箱	4	3	收集越多，人品越高，易爆出更强力的四五星武将，后期必出优质五星	property_31.png	0	0	0	0	0	0	0			1000	
32	0	银宝箱	5	3	收集越多，人品越高，易爆出更强力的三四五星武将。	property_32.png	0	0	0	0	0	0	0			1000	
33	0	卡	6	4	充值即可得250元宝，另每天100元宝，120体力，护军教头x3	property_3.png	0	0	0	0	0	0	0			1000	
34	0	改名卡	7	5	使用后可以修改名字	property_30.png	0	0	0	0	0	0	0			1000	
35	0	小喇叭	8	6	玩家可以在游戏跑马灯通知中发布信息并连续播放三次	property_33.png	0	0	0	0	0	0	0			1000	
36	0	白宝箱	14	3	可以开出白色或者绿色装备	property_36.png	0	0	0	0	0	0	0			1000	
37	0	蓝宝箱	15	3	开启宝箱将随机获得蓝色品质装备一件，一定概率获得高强蓝色装备，极低概率出现紫色装备	property_37.png	0	0	0	0	0	0	0			1000	
38	0	紫宝箱	16	3	开启宝箱将随机获得紫色品质装备一件，极低概率出现红色装备	property_38.png	0	0	0	0	0	0	0			1000	
39	0	白银宝箱	10	3	可以开出金币、战魂、刷新道具	property_39.png	0	0	0	0	0	0	0			1000	
40	0	碎片宝箱	12	3	可以开出卡片碎片	property_40.png	0	0	0	0	0	0	0			1000	
41	0	神秘宝箱	13	3	可以开出装备宝箱	property_41.png	0	0	0	0	0	0	0			1000	
42	0	元宝宝箱	11	3	可以开出元宝	property_42.png	0	0	0	0	0	0	0			1000	
43	0	扫荡令	9	0	可以扫荡关卡	property_43.png	0	0	0	0	0	0	0			1000	
44	0	刷新令	10	0	可以刷新商店物品	property_44.png	0	0	0	0	0	0	0			1000	
45	0	特殊白宝箱	17	3	可以开出白色武器	property_36.png	0	0	0	0	0	0	0			1000	
-5	0	武魂			武将进阶所需的必须品	property_soul.png	0	0	0	0	0	0	0				
46	0	橙宝箱	18	3	开启宝箱将随机获得橙色装备一件，橙色装备属性太过逆天，切勿随便使用。	property_45.png	0	0	0	0	0	0	0			1000	
47	0	一级强化石	0	0	能够强化紫色装备的神奇石头，公会副本和第5章精英关卡开始掉落	property_46.png	0	0	0	0	0	0	0	可在天梯积分商城购买	2	1000	
48	0	二级强化石	0	0	能够强化紫色装备的神奇石头，公会副本和第5章精英关卡开始掉落	property_47.png	0	0	0	0	0	0	0	可在天梯积分商城购买	2	2000	
49	0	三级强化石	0	0	能够强化橙色装备的神奇石头，公会副本和工会副本和15章精英关卡开始掉落	property_48.png	0	0	0	0	0	0	0	可在天梯积分商城购买	2	3000	
50	0	融合水晶	0	0	能够将装备提升一个品级的石头，装备合成需要消耗的材料，工会副本掉落	property_49.png	0	0	0	0	0	0	0	可在天梯积分商城购买	2	10000	
51	0	洗练神石	0	0	能够洗练装备附加属性的神奇石头，装备洗练时消耗，血战20关开始掉落	property_50.png	0	0	0	0	0	0	0	可在天梯积分商城购买	2	5000	
52	0	貂蝉(幻)卡包	20	3	可以开出23张貂蝉(幻)	property_51.png	0	0	0	0	0	0	0				
53	0	祝融(幻)卡包	20	3	可以开出23张祝融(幻)	property_51.png	0	0	0	0	0	0	0				
54	0	小乔(幻)卡包	20	3	可以开出23张小乔(幻)	property_51.png	0	0	0	0	0	0	0				
55	0	张飞(幻)卡包	20	3	可以开出23张张飞(幻)	property_51.png	0	0	0	0	0	0	0				
56	0	孙尚香(幻)卡包	20	3	可以开出23张孙尚香(幻)	property_51.png	0	0	0	0	0	0	0				
57	0	刘备(幻)卡包	20	3	可以开出23张刘备(幻)	property_51.png	0	0	0	0	0	0	0				
58	0	诸葛亮(幻)卡包	20	3	可以开出23张诸葛亮(幻)	property_51.png	0	0	0	0	0	0	0				
59	0	吕玲绮(幻)卡包	20	3	可以开出23张吕玲绮(幻)	property_51.png	0	0	0	0	0	0	0				
60	0	夏侯惇(幻)卡包	20	3	可以开出23张夏侯惇(幻)	property_51.png	0	0	0	0	0	0	0				
61	0	甄姬(幻)卡包	20	3	可以开出23张甄姬(幻)	property_51.png	0	0	0	0	0	0	0				
62	0	蔡文姬(幻)卡包	20	3	可以开出23张蔡文姬(幻)	property_51.png	0	0	0	0	0	0	0				
63	0	周瑜(幻)卡包	20	3	可以开出23张周瑜(幻)	property_51.png	0	0	0	0	0	0	0				
64	0	张辽(幻)卡包	20	3	可以开出23张张辽(幻)	property_51.png	0	0	0	0	0	0	0				
65	0	关羽(幻)卡包	20	3	可以开出23张关羽(幻)	property_51.png	0	0	0	0	0	0	0				
66	0	曹操(幻)卡包	20	3	可以开出23张曹操(幻)	property_51.png	0	0	0	0	0	0	0				
67	0	赵云(幻)卡包	20	3	可以开出23张赵云(幻)	property_51.png	0	0	0	0	0	0	0				
68	0	吕布(幻)卡包	20	3	可以开出23张吕布(幻)	property_51.png	0	0	0	0	0	0	0				
69	0	孙权(幻)卡包	20	3	可以开出23张孙权(幻)	property_51.png	0	0	0	0	0	0	0				
70	0	1级转化丹	0	0	增加10%经验转换率和提升10%进阶武魂和金币返还比值	property_52.png	0	0	0	0	0	0	0	普通商店购买	2	10000	
71	0	2级转化丹	0	0	增加20%经验转换率和提升20%进阶武魂和金币返还比值	property_53.png	0	0	0	0	0	0	0	VIP7商店购买	2	20000	
72	0	3级转化丹	0	0	增加30%经验转换率和提升30%进阶武魂和金币返还比值	property_54.png	0	0	0	0	0	0	0	VIP7商店购买	2	30000	
73	0	1级经验卡	0	7	使用此卡可以增加5000经验	property_57.png	0	0	0	0	0	0	0				
74	0	2级经验卡	0	7	使用此卡可以增加10000经验	property_58.png	0	0	0	0	0	0	0				
75	0	3级经验卡	0	7	使用此卡可以增加20000经验	property_59.png	0	0	0	0	0	0	0				
76	0	4级经验卡	0	7	使用此卡可以增加50000经验	property_60.png	0	0	0	0	0	0	0				
77	0	5级经验卡	0	7	使用此卡可以增加100000经验	property_61.png	0	0	0	0	0	0	0				
78	0	红宝箱	21	3	必然开出红色装备	property_62.png	0	0	0	0	0	0	0			10000	
79	0	招募令	0	0	能够招募到武将的神奇令牌	property_63.png	0	0	0	0	0	0	0			10000	
80	0	神碎片宝箱	27	3	可以开出超级神将卡片碎片	cjspcp001.png	0	0	0	0	0	0	0			1000	
81	0	1阶魂器	22	3	可以开出绿色将魂的初级道具	hulu_001.png	0	0	0	0	0	0	0				
82	0	2阶魂器	23	3	可以开出蓝色将魂的中级道具	hulu_002.png	0	0	0	0	0	0	0				
83	0	3阶魂器	24	3	可以开出紫色将魂的高级道具	hulu_003.png	0	0	0	0	0	0	0				
84	0	4阶魂器	25	3	可以开出红色将魂的传说道具	hulu_004.png	0	0	0	0	0	0	0				
85	0	5阶魂器	26	3	可以开出橙色将魂的史诗道具	hulu_005.png	0	0	0	0	0	0	0				
86	0	传说宝箱	28	3	开启宝箱将随机获得红色帝王装备，帝王装备拥有最高成长属性(可进阶为最强橙色王者装备)。	dwbxcp001.png	0	0	0	0	0	0	0	特殊奖励			
