ID	名字	类型	品质	属性类型	属性值	随机属性概率1	随机属性概率2	随机属性概率3	随机属性概率4	随机属性概率5	随机属性概率6	价格	资源	描述	强化材料	强化ID	强化概率	合成材料	合成ID	洗练材料	空行
33	黄金戟+1	1	31	1	360	0.2	0.4	0	0	0	0	18900	hjji.png	戟身由黄金打造，中看又中用，挥起来气场十足							
95	银麟铠甲+1	2	31	2	3860	0.2	0.4	0	0	0	0	16080	ylkjia.png	铠甲表面为银质，一般弓箭很难射穿							
100	龙鳞头盔+1	3	31	3	410	0.2	0.4	0	0	0	0	6360	lltkui.png	传说中用龙鳞做出来的头盔，不知道是不是真的试试就知道							
105	沧月项链+1	4	31	4	470	0.2	0.4	0	0	0	0	7080	cyxlian.png	极具观赏性的项链，除了看就没用途了？你穿上就知道							
24	双股剑+2	1	32	1	320	0.2	0.4	0	0	0	0	25700	sgjian.png	又名鸳鸯剑，鸳剑长三尺七寸，鸯剑长三尺四寸，利可断金							
29	龙鳞刀+2	1	32	1	490	0.2	0.4	0	0	0	0	32100	lldao.png	一曰灵宝，二曰含章，三曰素质，又作露陌刀，一名龙鳞刀							
34	黄金戟+2	1	32	1	420	0.2	0.4	0	0	0	0	22600	hjji.png	戟身由黄金打造，中看又中用，挥起来气场十足							
96	银麟铠甲+2	2	32	2	4440	0.2	0.4	0	0	0	0	19200	ylkjia.png	铠甲表面为银质，一般弓箭很难射穿							
101	龙鳞头盔+2	3	32	3	470	0.2	0.4	0	0	0	0	7600	lltkui.png	传说中用龙鳞做出来的头盔，不知道是不是真的试试就知道							
106	沧月项链+2	4	32	4	540	0.2	0.4	0	0	0	0	8490	cyxlian.png	极具观赏性的项链，除了看就没用途了？你穿上就知道							
25	双股剑+3	1	33	1	370	0.2	0.4	0	0	0	0	30840	sgjian.png	又名鸳鸯剑，鸳剑长三尺七寸，鸯剑长三尺四寸，利可断金							
30	龙鳞刀+3	1	33	1	560	0.2	0.4	0	0	0	0	38550	lldao.png	一曰灵宝，二曰含章，三曰素质，又作露陌刀，一名龙鳞刀							
35	黄金戟+3	1	33	1	480	0.2	0.4	0	0	0	0	27100	hjji.png	戟身由黄金打造，中看又中用，挥起来气场十足							
97	银麟铠甲+3	2	33	2	5110	0.2	0.4	0	0	0	0	23040	ylkjia.png	铠甲表面为银质，一般弓箭很难射穿							
102	龙鳞头盔+3	3	33	3	540	0.2	0.4	0	0	0	0	9120	lltkui.png	传说中用龙鳞做出来的头盔，不知道是不是真的试试就知道							
107	沧月项链+3	4	33	4	620	0.2	0.4	0	0	0	0	10100	cyxlian.png	极具观赏性的项链，除了看就没用途了？你穿上就知道							
26	双股剑+4	1	34	1	430	0.2	0.4	0	0	0	0	37000	sgjian.png	又名鸳鸯剑，鸳剑长三尺七寸，鸯剑长三尺四寸，利可断金							
31	龙鳞刀+4	1	34	1	640	0.2	0.4	0	0	0	0	46250	lldao.png	一曰灵宝，二曰含章，三曰素质，又作露陌刀，一名龙鳞刀							
36	黄金戟+4	1	34	1	550	0.2	0.4	0	0	0	0	32560	hjji.png	戟身由黄金打造，中看又中用，挥起来气场十足							
98	银麟铠甲+4	2	34	2	5880	0.2	0.4	0	0	0	0	27600	ylkjia.png	铠甲表面为银质，一般弓箭很难射穿							
103	龙鳞头盔+4	3	34	3	620	0.2	0.4	0	0	0	0	10900	lltkui.png	传说中用龙鳞做出来的头盔，不知道是不是真的试试就知道							
108	沧月项链+4	4	34	4	710	0.2	0.4	0	0	0	0	12000	cyxlian.png	极具观赏性的项链，除了看就没用途了？你穿上就知道							
501	双股剑+5	1	35	1	490	0.2	0.4	0	0	0	0	37000	sgjian.png	又名鸳鸯剑，鸳剑长三尺七寸，鸯剑长三尺四寸，利可断金							
502	龙鳞刀+5	1	35	1	740	0.2	0.4	0	0	0	0	46250	lldao.png	一曰灵宝，二曰含章，三曰素质，又作露陌刀，一名龙鳞刀							
503	黄金戟+5	1	35	1	640	0.2	0.4	0	0	0	0	32560	hjji.png	戟身由黄金打造，中看又中用，挥起来气场十足							
504	银麟铠甲+5	2	35	2	6760	0.2	0.4	0	0	0	0	27600	ylkjia.png	铠甲表面为银质，一般弓箭很难射穿							
505	龙鳞头盔+5	3	35	3	720	0.2	0.4	0	0	0	0	10900	lltkui.png	传说中用龙鳞做出来的头盔，不知道是不是真的试试就知道							
506	沧月项链+5	4	35	4	820	0.2	0.4	0	0	0	0	12000	cyxlian.png	极具观赏性的项链，除了看就没用途了？你穿上就知道							
507	双股剑+6	1	36	1	570	0.2	0.4	0	0	0	0	37000	sgjian.png	又名鸳鸯剑，鸳剑长三尺七寸，鸯剑长三尺四寸，利可断金							
508	龙鳞刀+6	1	36	1	850	0.2	0.4	0	0	0	0	46250	lldao.png	一曰灵宝，二曰含章，三曰素质，又作露陌刀，一名龙鳞刀							
509	黄金戟+6	1	36	1	730	0.2	0.4	0	0	0	0	32560	hjji.png	戟身由黄金打造，中看又中用，挥起来气场十足							
510	银麟铠甲+6	2	36	2	7770	0.2	0.4	0	0	0	0	27600	ylkjia.png	铠甲表面为银质，一般弓箭很难射穿							
511	龙鳞头盔+6	3	36	3	820	0.2	0.4	0	0	0	0	10900	lltkui.png	传说中用龙鳞做出来的头盔，不知道是不是真的试试就知道							
512	沧月项链+6	4	36	4	940	0.2	0.4	0	0	0	0	12000	cyxlian.png	极具观赏性的项链，除了看就没用途了？你穿上就知道							
37	精•双股剑	1	40	1	650	0.2	0.4	0.2	0	0	0	44890	sgjian.png	又名鸳鸯剑，鸳剑长三尺七寸，鸯剑长三尺四寸，利可断金	{{47,4,1},{-3,4,10000}}	38	100			{{-3,4,50000},{51,4,1}}	
43	精•龙鳞刀	1	40	1	970	0.2	0.4	0.2	0	0	0	56110	lldao.png	一曰灵宝，二曰含章，三曰素质，又作露陌刀，一名龙鳞刀	{{47,4,1},{-3,4,10000}}	44	100			{{-3,4,50000},{51,4,1}}	
49	精•黄金戟	1	40	1	840	0.2	0.4	0.2	0	0	0	39500	hjji.png	戟身由黄金打造，中看又中用，挥起来气场十足	{{47,4,1},{-3,4,10000}}	50	100			{{-3,4,50000},{51,4,1}}	
109	精•银麟铠甲	2	40	2	8940	0.2	0.4	0.2	0	0	0	31800	ylkjia.png	铠甲表面为银质，一般弓箭很难射穿	{{47,4,1},{-3,4,10000}}	110	100			{{-3,4,50000},{51,4,1}}	
115	精•龙鳞头盔	3	40	3	950	0.2	0.4	0.2	0	0	0	12100	lltkui.png	传说中用龙鳞做出来的头盔，不知道是不是真的试试就知道	{{47,4,1},{-3,4,10000}}	116	100			{{-3,4,50000},{51,4,1}}	
121	精•沧月项链	4	40	4	1080	0.2	0.4	0.2	0	0	0	12800	cyxlian.png	极具观赏性的项链，除了看就没用途了？你穿上就知道	{{47,4,1},{-3,4,10000}}	122	100			{{-3,4,50000},{51,4,1}}	
38	精•双股剑+1	1	41	1	750	0.2	0.4	0.2	0	0	0	48100	sgjian.png	又名鸳鸯剑，鸳剑长三尺七寸，鸯剑长三尺四寸，利可断金	{{47,4,1},{-3,4,15000}}	39	80			{{-3,4,50000},{51,4,1}}	
44	精•龙鳞刀+1	1	41	1	1120	0.2	0.4	0.2	0	0	0	60120	lldao.png	一曰灵宝，二曰含章，三曰素质，又作露陌刀，一名龙鳞刀	{{47,4,1},{-3,4,15000}}	45	80			{{-3,4,50000},{51,4,1}}	
50	精•黄金戟+1	1	41	1	970	0.2	0.4	0.2	0	0	0	42300	hjji.png	戟身由黄金打造，中看又中用，挥起来气场十足	{{47,4,1},{-3,4,15000}}	51	80			{{-3,4,50000},{51,4,1}}	
110	精•银麟铠甲+1	2	41	2	10280	0.2	0.4	0.2	0	0	0	35880	ylkjia.png	铠甲表面为银质，一般弓箭很难射穿	{{47,4,1},{-3,4,15000}}	111	80			{{-3,4,50000},{51,4,1}}	
116	精•龙鳞头盔+1	3	41	3	1090	0.2	0.4	0.2	0	0	0	14170	lltkui.png	传说中用龙鳞做出来的头盔，不知道是不是真的试试就知道	{{47,4,1},{-3,4,15000}}	117	80			{{-3,4,50000},{51,4,1}}	
122	精•沧月项链+1	4	41	4	1250	0.2	0.4	0.2	0	0	0	15600	cyxlian.png	极具观赏性的项链，除了看就没用途了？你穿上就知道	{{47,4,1},{-3,4,15000}}	123	80			{{-3,4,50000},{51,4,1}}	
39	精•双股剑+2	1	42	1	860	0.2	0.4	0.2	0	0	0	51000	sgjian.png	又名鸳鸯剑，鸳剑长三尺七寸，鸯剑长三尺四寸，利可断金	{{47,4,1},{-3,4,20000}}	40	60			{{-3,4,50000},{51,4,1}}	
45	精•龙鳞刀+2	1	42	1	1290	0.2	0.4	0.2	0	0	0	63750	lldao.png	一曰灵宝，二曰含章，三曰素质，又作露陌刀，一名龙鳞刀	{{47,4,1},{-3,4,20000}}	46	60			{{-3,4,50000},{51,4,1}}	
51	精•黄金戟+2	1	42	1	1110	0.2	0.4	0.2	0	0	0	44880	hjji.png	戟身由黄金打造，中看又中用，挥起来气场十足	{{47,4,1},{-3,4,20000}}	52	60			{{-3,4,50000},{51,4,1}}	
111	精•银麟铠甲+2	2	42	2	11820	0.2	0.4	0.2	0	0	0	39800	ylkjia.png	铠甲表面为银质，一般弓箭很难射穿	{{47,4,1},{-3,4,20000}}	112	60			{{-3,4,50000},{51,4,1}}	
117	精•龙鳞头盔+2	3	42	3	1250	0.2	0.4	0.2	0	0	0	16500	lltkui.png	传说中用龙鳞做出来的头盔，不知道是不是真的试试就知道	{{47,4,1},{-3,4,20000}}	118	60			{{-3,4,50000},{51,4,1}}	
123	精•沧月项链+2	4	42	4	1430	0.2	0.4	0.2	0	0	0	17500	cyxlian.png	极具观赏性的项链，除了看就没用途了？你穿上就知道	{{47,4,1},{-3,4,20000}}	124	60			{{-3,4,50000},{51,4,1}}	
40	精•双股剑+3	1	43	1	990	0.2	0.4	0.2	0	0	0	56100	sgjian.png	又名鸳鸯剑，鸳剑长三尺七寸，鸯剑长三尺四寸，利可断金	{{47,4,2},{-3,4,25000}}	41	40			{{-3,4,50000},{51,4,1}}	
46	精•龙鳞刀+3	1	43	1	1490	0.2	0.4	0.2	0	0	0	70120	lldao.png	一曰灵宝，二曰含章，三曰素质，又作露陌刀，一名龙鳞刀	{{47,4,2},{-3,4,25000}}	47	40			{{-3,4,50000},{51,4,1}}	
52	精•黄金戟+3	1	43	1	1280	0.2	0.4	0.2	0	0	0	49000	hjji.png	戟身由黄金打造，中看又中用，挥起来气场十足	{{47,4,2},{-3,4,25000}}	53	40			{{-3,4,50000},{51,4,1}}	
112	精•银麟铠甲+3	2	43	2	13590	0.2	0.4	0.2	0	0	0	43780	ylkjia.png	铠甲表面为银质，一般弓箭很难射穿	{{47,4,2},{-3,4,25000}}	113	40			{{-3,4,50000},{51,4,1}}	
118	精•龙鳞头盔+3	3	43	3	1440	0.2	0.4	0.2	0	0	0	18150	lltkui.png	传说中用龙鳞做出来的头盔，不知道是不是真的试试就知道	{{47,4,2},{-3,4,25000}}	119	40			{{-3,4,50000},{51,4,1}}	
124	精•沧月项链+3	4	43	4	1650	0.2	0.4	0.2	0	0	0	19250	cyxlian.png	极具观赏性的项链，除了看就没用途了？你穿上就知道	{{47,4,2},{-3,4,25000}}	125	40			{{-3,4,50000},{51,4,1}}	
41	精•双股剑+4	1	44	1	1140	0.2	0.4	0.2	0	0	0	61710	sgjian.png	又名鸳鸯剑，鸳剑长三尺七寸，鸯剑长三尺四寸，利可断金	{{47,4,2},{-3,4,30000}}	42	30			{{-3,4,50000},{51,4,1}}	
47	精•龙鳞刀+4	1	44	1	1710	0.2	0.4	0.2	0	0	0	77100	lldao.png	一曰灵宝，二曰含章，三曰素质，又作露陌刀，一名龙鳞刀	{{47,4,2},{-3,4,30000}}	48	30			{{-3,4,50000},{51,4,1}}	
53	精•黄金戟+4	1	44	1	1480	0.2	0.4	0.2	0	0	0	54300	hjji.png	戟身由黄金打造，中看又中用，挥起来气场十足	{{47,4,2},{-3,4,30000}}	54	30			{{-3,4,50000},{51,4,1}}	
113	精•银麟铠甲+4	2	44	2	15630	0.2	0.4	0.2	0	0	0	48150	ylkjia.png	铠甲表面为银质，一般弓箭很难射穿	{{47,4,2},{-3,4,30000}}	114	30			{{-3,4,50000},{51,4,1}}	
119	精•龙鳞头盔+4	3	44	3	1660	0.2	0.4	0.2	0	0	0	19960	lltkui.png	传说中用龙鳞做出来的头盔，不知道是不是真的试试就知道	{{47,4,2},{-3,4,30000}}	120	30			{{-3,4,50000},{51,4,1}}	
125	精•沧月项链+4	4	44	4	1890	0.2	0.4	0.2	0	0	0	22100	cyxlian.png	极具观赏性的项链，除了看就没用途了？你穿上就知道	{{47,4,2},{-3,4,30000}}	126	30			{{-3,4,50000},{51,4,1}}	
42	精•双股剑+5	1	45	1	1310	0.2	0.4	0.2	0	0	0	67800	sgjian.png	又名鸳鸯剑，鸳剑长三尺七寸，鸯剑长三尺四寸，利可断金	{{47,4,3},{-3,4,35000}}	601	20			{{-3,4,50000},{51,4,1}}	
48	精•龙鳞刀+5	1	45	1	1960	0.2	0.4	0.2	0	0	0	84750	lldao.png	一曰灵宝，二曰含章，三曰素质，又作露陌刀，一名龙鳞刀	{{47,4,3},{-3,4,35000}}	602	20			{{-3,4,50000},{51,4,1}}	
54	精•黄金戟+5	1	45	1	1700	0.2	0.4	0.2	0	0	0	59600	hjji.png	戟身由黄金打造，中看又中用，挥起来气场十足	{{47,4,3},{-3,4,35000}}	603	20			{{-3,4,50000},{51,4,1}}	
114	精•银麟铠甲+5	2	45	2	17970	0.2	0.4	0.2	0	0	0	52900	ylkjia.png	铠甲表面为银质，一般弓箭很难射穿	{{47,4,3},{-3,4,35000}}	604	20			{{-3,4,50000},{51,4,1}}	
120	精•龙鳞头盔+5	3	45	3	1900	0.2	0.4	0.2	0	0	0	21900	lltkui.png	传说中用龙鳞做出来的头盔，不知道是不是真的试试就知道	{{47,4,3},{-3,4,35000}}	605	20			{{-3,4,50000},{51,4,1}}	
126	精•沧月项链+5	4	45	4	2170	0.2	0.4	0.2	0	0	0	23200	cyxlian.png	极具观赏性的项链，除了看就没用途了？你穿上就知道	{{47,4,3},{-3,4,35000}}	606	20			{{-3,4,50000},{51,4,1}}	
601	精•双股剑+6	1	46	1	1510	0.2	0.4	0.2	0	0	0	67800	sgjian.png	又名鸳鸯剑，鸳剑长三尺七寸，鸯剑长三尺四寸，利可断金	{{47,4,3},{-3,4,40000}}	607	10			{{-3,4,50000},{51,4,1}}	
602	精•龙鳞刀+6	1	46	1	2260	0.2	0.4	0.2	0	0	0	84750	lldao.png	一曰灵宝，二曰含章，三曰素质，又作露陌刀，一名龙鳞刀	{{47,4,3},{-3,4,40000}}	608	10			{{-3,4,50000},{51,4,1}}	
603	精•黄金戟+6	1	46	1	1950	0.2	0.4	0.2	0	0	0	59600	hjji.png	戟身由黄金打造，中看又中用，挥起来气场十足	{{47,4,3},{-3,4,40000}}	609	10			{{-3,4,50000},{51,4,1}}	
604	精•银麟铠甲+6	2	46	2	20670	0.2	0.4	0.2	0	0	0	52900	ylkjia.png	铠甲表面为银质，一般弓箭很难射穿	{{47,4,3},{-3,4,40000}}	610	10			{{-3,4,50000},{51,4,1}}	
605	精•龙鳞头盔+6	3	46	3	2190	0.2	0.4	0.2	0	0	0	21900	lltkui.png	传说中用龙鳞做出来的头盔，不知道是不是真的试试就知道	{{47,4,3},{-3,4,40000}}	611	10			{{-3,4,50000},{51,4,1}}	
606	精•沧月项链+6	4	46	4	2500	0.2	0.4	0.2	0	0	0	23200	cyxlian.png	极具观赏性的项链，除了看就没用途了？你穿上就知道	{{47,4,3},{-3,4,40000}}	612	10			{{-3,4,50000},{51,4,1}}	
607	精•双股剑+7	1	47	1	1730	0.2	0.4	0.2	0	0	0	67800	sgjian.png	又名鸳鸯剑，鸳剑长三尺七寸，鸯剑长三尺四寸，利可断金				{{50,4,1}}	55	{{-3,4,50000},{51,4,1}}	
608	精•龙鳞刀+7	1	47	1	2590	0.2	0.4	0.2	0	0	0	84750	lldao.png	一曰灵宝，二曰含章，三曰素质，又作露陌刀，一名龙鳞刀				{{50,4,1}}	61	{{-3,4,50000},{51,4,1}}	
609	精•黄金戟+7	1	47	1	2250	0.2	0.4	0.2	0	0	0	59600	hjji.png	戟身由黄金打造，中看又中用，挥起来气场十足				{{50,4,1}}	67	{{-3,4,50000},{51,4,1}}	
610	精•银麟铠甲+7	2	47	2	23770	0.2	0.4	0.2	0	0	0	52900	ylkjia.png	铠甲表面为银质，一般弓箭很难射穿				{{50,4,1}}	127	{{-3,4,50000},{51,4,1}}	
611	精•龙鳞头盔+7	3	47	3	2520	0.2	0.4	0.2	0	0	0	21900	lltkui.png	传说中用龙鳞做出来的头盔，不知道是不是真的试试就知道				{{50,4,1}}	133	{{-3,4,50000},{51,4,1}}	
612	精•沧月项链+7	4	47	4	2880	0.2	0.4	0.2	0	0	0	23200	cyxlian.png	极具观赏性的项链，除了看就没用途了？你穿上就知道				{{50,4,1}}	139	{{-3,4,50000},{51,4,1}}	
55	倚天剑	1	50	1	1960	0.1	0.3	0.4	0.2	0	0	75400	ytjian.png	长剑耿耿倚天外；安得倚天剑，跨海斩长鲸	{{48,4,1},{-3,4,10000}}	56	80			{{-3,4,100000},{51,4,2}}	
61	古锭刀	1	50	1	2930	0.1	0.3	0.4	0.2	0	0	94250	gddao.png	孙坚在汜水关时用的兵器。被关羽所斩的徐州刺史车胄也是用这刀	{{48,4,1},{-3,4,10000}}	62	80			{{-3,4,100000},{51,4,2}}	
67	月牙戟	1	50	1	2540	0.1	0.3	0.4	0.2	0	0	66350	yyji.png	戟身似月牙，故得其名，外型好看，战斗也实用	{{48,4,1},{-3,4,10000}}	68	80			{{-3,4,100000},{51,4,2}}	
127	玄武铠甲	2	50	2	26910	0.1	0.3	0.4	0.2	0	0	56000	xwkjia.png	受四大神兽祝福的铠甲，效果可想而知	{{48,4,1},{-3,4,10000}}	128	80			{{-3,4,100000},{51,4,2}}	
133	朱雀头盔	3	50	3	2850	0.1	0.3	0.4	0.2	0	0	53000	zqtkui.png	受四大神兽祝福的头盔，效果可想而知	{{48,4,1},{-3,4,10000}}	134	80			{{-3,4,100000},{51,4,2}}	
139	麒麟项链	4	50	4	3260	0.1	0.3	0.4	0.2	0	0	24000	qlxlian.png	受四大神兽祝福的项链，效果可想而知	{{48,4,1},{-3,4,10000}}	140	80			{{-3,4,100000},{51,4,2}}	
56	倚天剑+1	1	51	1	2200	0.1	0.3	0.4	0.2	0	0	82940	ytjian.png	长剑耿耿倚天外；安得倚天剑，跨海斩长鲸	{{48,4,1},{-3,4,20000}}	57	60			{{-3,4,100000},{51,4,2}}	
62	古锭刀+1	1	51	1	3290	0.1	0.3	0.4	0.2	0	0	103600	gddao.png	孙坚在汜水关时用的兵器。被关羽所斩的徐州刺史车胄也是用这刀	{{48,4,1},{-3,4,20000}}	63	60			{{-3,4,100000},{51,4,2}}	
68	月牙戟+1	1	51	1	2850	0.1	0.3	0.4	0.2	0	0	72900	yyji.png	戟身似月牙，故得其名，外型好看，战斗也实用	{{48,4,1},{-3,4,20000}}	69	60			{{-3,4,100000},{51,4,2}}	
128	玄武铠甲+1	2	51	2	30200	0.1	0.3	0.4	0.2	0	0	61600	xwkjia.png	受四大神兽祝福的铠甲，效果可想而知	{{48,4,1},{-3,4,20000}}	129	60			{{-3,4,100000},{51,4,2}}	
134	朱雀头盔+1	3	51	3	3200	0.1	0.3	0.4	0.2	0	0	58300	zqtkui.png	受四大神兽祝福的头盔，效果可想而知	{{48,4,1},{-3,4,20000}}	135	60			{{-3,4,100000},{51,4,2}}	
140	麒麟项链+1	4	51	4	3660	0.1	0.3	0.4	0.2	0	0	26400	qlxlian.png	受四大神兽祝福的项链，效果可想而知	{{48,4,1},{-3,4,20000}}	141	60			{{-3,4,100000},{51,4,2}}	
57	倚天剑+2	1	52	1	2460	0.1	0.3	0.4	0.2	0	0	91200	ytjian.png	长剑耿耿倚天外；安得倚天剑，跨海斩长鲸	{{48,4,2},{-3,4,30000}}	58	40			{{-3,4,100000},{51,4,2}}	
63	古锭刀+2	1	52	1	3680	0.1	0.3	0.4	0.2	0	0	114000	gddao.png	孙坚在汜水关时用的兵器。被关羽所斩的徐州刺史车胄也是用这刀	{{48,4,2},{-3,4,30000}}	64	40			{{-3,4,100000},{51,4,2}}	
69	月牙戟+2	1	52	1	3180	0.1	0.3	0.4	0.2	0	0	82500	yyji.png	戟身似月牙，故得其名，外型好看，战斗也实用	{{48,4,2},{-3,4,30000}}	70	40			{{-3,4,100000},{51,4,2}}	
129	玄武铠甲+2	2	52	2	33720	0.1	0.3	0.4	0.2	0	0	67760	xwkjia.png	受四大神兽祝福的铠甲，效果可想而知	{{48,4,2},{-3,4,30000}}	130	40			{{-3,4,100000},{51,4,2}}	
135	朱雀头盔+2	3	52	3	3570	0.1	0.3	0.4	0.2	0	0	64130	zqtkui.png	受四大神兽祝福的头盔，效果可想而知	{{48,4,2},{-3,4,30000}}	136	40			{{-3,4,100000},{51,4,2}}	
141	麒麟项链+2	4	52	4	4080	0.1	0.3	0.4	0.2	0	0	29040	qlxlian.png	受四大神兽祝福的项链，效果可想而知	{{48,4,2},{-3,4,30000}}	142	40			{{-3,4,100000},{51,4,2}}	
